dataset,evaluation_family,task,persona,step,sample_id,method,reported_model,prompt_slug,difficulty,case_id,CE_gold,CE_pred,CE_match,BE_gold,BE_pred,BE_match,CI_gold,CI_pred,CI_match,BI_gold,BI_pred,BI_match,exact_labelset_match
trajectory_gold,dummy_judges,shopping_ebay_chat,Emily Foster,7,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Emily Foster,8,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,1,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,2,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,3,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,4,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,5,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,6,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,7,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,8,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,9,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,10,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,11,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,12,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,13,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,14,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,15,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,16,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,17,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,18,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,19,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,20,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,21,,gpt-oss,gpt-oss:20b-cloud,,,,1,0,0,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,22,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,23,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,24,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,25,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,26,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,27,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,28,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,29,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,30,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,31,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,32,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,33,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,34,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,35,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,36,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,37,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,38,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,39,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,40,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,41,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,42,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,43,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,44,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,45,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,46,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,47,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,48,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,49,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,50,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,51,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,52,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,53,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,54,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,55,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,56,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,57,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,58,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,59,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,60,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,61,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,62,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,63,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,64,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,65,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,66,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,67,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,68,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,69,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,70,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,71,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,0,0,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,72,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,73,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Gregory Mitchell,74,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,1,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,2,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,3,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,4,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,5,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,6,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jake Morrison,7,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,1,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,2,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,3,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,4,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,5,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,6,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,7,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,8,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,9,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,10,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,11,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,12,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,13,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,14,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,15,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,16,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,17,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,18,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,1,0,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,19,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,1,0,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,20,,gpt-oss,gpt-oss:20b-cloud,,,,1,0,0,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,21,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,1,1,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,22,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,23,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,24,,gpt-oss,gpt-oss:20b-cloud,,,,1,0,0,0,0,1,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,25,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,James Williamson,26,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,1,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,2,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,3,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,4,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,5,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,6,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,7,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,8,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,9,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,10,,gpt-oss,gpt-oss:20b-cloud,,,,1,0,0,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,11,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,12,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,13,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,14,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,15,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,16,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,17,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,18,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,19,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,20,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,21,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,22,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,23,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,24,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,25,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,26,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,27,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,28,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,29,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,0,1,0,1,0,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,30,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,31,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,32,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,33,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,34,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,35,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,36,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,37,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,38,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,1,0,0,0,1,1,0,0,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,39,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,40,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,0,1,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,41,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,42,,gpt-oss,gpt-oss:20b-cloud,,,,0,1,0,0,0,1,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,43,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,44,,gpt-oss,gpt-oss:20b-cloud,,,,0,0,1,0,0,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,45,,gpt-oss,gpt-oss:20b-cloud,,,,1,0,0,1,0,0,0,0,1,1,0,0,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,46,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,47,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,1,1,0,0,1,0,0,1,1
trajectory_gold,dummy_judges,shopping_ebay_chat,Jennifer Walsh,48,,gpt-oss,gpt-oss:20b-cloud,,,,1,1,1,1,0,0,0,0,1,0,0,1,0
